来源	文件	位置	原文	参考译文	填写中文	长度状态
UI	lang0.pak	DST_CCBD_BOARD_YOU_CAN_ENTER_CCBD	Floor %d can be entered			
UI	lang0.pak	DST_CCBD_CANCEL_TOOLIP	Use the menu on the left to leave party.			
UI	lang0.pak	DST_CCBD_LEAVE_CCBD	"[align = ""center""][font size = ""12"" color=""f4d762""]Leave CCBD Dungeon[/font][br][br][font size = ""9"" color=""84cefc""]Current Floor: %d.[/font][br][br][font size = ""10"" color=""f36a7c""]You'll lose all progress[br]and will be moved to the entrance.[/font][br][br][font size = ""9"" color=""f36a7c""]Leave CCBD?[/font][br][br]"			
UI	lang0.pak	DST_CCBD_REWARD_EXPLAIN	"[font size = ""10"" color=""f4d762""]Dungeon Choice Rules[br][/font][font size = ""9"" color=""84cefc""]Reward: [/font][font size = ""9"" color=""ffffff""]Receive item, but leave dungeon.[br][/font][font size = ""9"" color=""84cefc""]Challenge: [/font][font size = ""9"" color=""ffffff""]Continue, but no item yet.[/font]"			
UI	lang0.pak	DST_CCBD_REWARD_EXPLAIN2	Choose one.			
UI	lang0.pak	DST_CCBD_REWARD_ITEM	CCBD Awards			
UI	lang0.pak	DST_CCBD_REWARD_LAST_EXPLAIN	"[font size = ""12"" color=""f4d762""]Dungeon Complete![br][br][/font][font size = ""9"" color=""ffffff""]You have complete the dungeon.[/font][br][br][font size = ""9"" color=""f36a7c""]You will get a reward and[br]will be moved to the entrance.[/font]"			
UI	lang0.pak	DST_CCBD_REWARD_LAST_LEVEL	Dungeon battle success			
UI	lang0.pak	DST_CCBD_REWARD_LEVEL	Floor %d complete			
UI	lang0.pak	DST_CCBD_REWARD_MEMBER_SELECT_CHALLENGE_NEXT	"[align = ""center""][font size = ""12"" color=""f4d762""]Challenge[/font][br][br][font size = ""9"" color=""f36a7c""]Continue to next floor for better reward?[/font]"			
UI	lang0.pak	DST_CCBD_REWARD_MEMBER_SELECT_REWARD	"[align = ""center""][font size = ""12"" color=""f4d762""]Reward[/font][br][br][font size = ""9"" color=""f36a7c""]Accept the following item?[br]You'll leave the dungeon.[/font]"			
UI	lang0.pak	DST_CCBD_REWARD_MEMBER_SELECT_REWARD_LAST_STAGE	Congrats! Dungeon Complete			
UI	lang0.pak	DST_CCBD_REWARD_SELECT_CHALLENGE	Challenge			
UI	lang0.pak	DST_CCBD_REWARD_SELECT_MOVE	Move			
UI	lang0.pak	DST_CCBD_REWARD_SELECT_REWARD	Reward			
UI	lang0.pak	DST_CCBD_REWARD_STATE_CHALLENGE_NEXT	Challenge			
UI	lang0.pak	DST_CCBD_REWARD_STATE_SELECTED_REWARD	Reward			
UI	lang0.pak	DST_CCBD_REWARD_STATE_SELECTING	Choosing...			
UI	lang0.pak	DST_CCBD_REWARD_TITLE	Selection			
UI	lang0.pak	DST_CCBD_REWARD_TITLE_LAST	Reward			
UI	lang0.pak	DST_CCBD_STATUS_DISABLE_CHARGE_LPEP	LP/EP recovery disabled			
UI	lang0.pak	DST_CCBD_STATUS_DISABLE_GET_EXP	EXP gains disabled			
UI	lang0.pak	DST_CCBD_STATUS_DISABLE_ITEM	Consumables disabled			
UI	lang0.pak	DST_CCBD_WAIT_AFTER_REWARD	Please Wait.			
UI	lang0.pak	DST_CHANGE_ITEMBATTLEATTR_BTN_CANCEL_TOOLTIP	Return to element selection without spending Zeni.			
UI	lang0.pak	DST_CHANGE_ITEMBATTLEATTR_BTN_OK_TOOLTIP	Confirm and apply the selected element to your item.			
UI	lang0.pak	DST_CHANGE_ITEMBATTLEATTR_ONE_MSG	"[align = ""center""][font size = ""12"" color=""f4d762""]Change Item PROP[/font][br][br][font size = ""10"" color=""ffffff""]Selected Element: %s[br]Price: %s Zeni[br]Success Rate: %d%%[br][br]On success, %s PROP is applied.[br]On failure, PROP is cleared.[br]No sacrifice item is required.[/font]"			
UI	lang0.pak	DST_CHANGE_ITEMBATTLEATTR_TWO_MSG	"[align = ""center""][font size = ""12"" color=""f4d762""]Change Item PROP[/font][br][br][font size = ""10"" color=""ffffff""]Selected Element: %s[br]Price: %s Zeni[br]Success Rate: %d%%[br][br]On success, %s PROP is applied.[br]On failure, PROP is cleared.[/font]"			
UI	lang0.pak	DST_ITEMBATTLEATTR_INFO_ELEMENT_CLICK	Click to select this element for your item.			
UI	lang0.pak	DST_ITEMBATTLEATTR_INFO_ELEMENT_FAIL	If it fails, the item PROP is cleared.			
UI	lang0.pak	DST_ITEMBATTLEATTR_INFO_ELEMENT_TITLE	Element Slot			
UI	lang0.pak	DST_ITEMBATTLEATTR_INFO_ITEM_SLOT	Insert gloves or jacket here.			
UI	lang0.pak	DST_ITEMBATTLEATTR_MSG_READY	"[font size = ""10"" color = ""ffffff""]Item ready.[br]Selected element: %s[br]Press Change Attributes to confirm.[/font]"			
UI	lang0.pak	DST_ITEMBATTLEATTR_MSG_SELECT_ELEMENT	"[font size = ""10"" color = ""ffffff""]Item inserted.[br]Click an element slot to choose the PROP you want.[br]No sacrifice item required.[/font]"			
UI	lang0.pak	DST_ITEMBATTLEATTR_NOTIFY_SELECT_ELEMENT	Select an element before continuing.			
UI	lang0.pak	DST_ITEMBATTLEATTR_VIP_REMOTE_ONLY	VIP members can open Change Attributes remotely from the status bar.			
UI	lang0.pak	DST_VIP_REMOTE_HUB_TITLE	VIP Remote Services			
UI	lang0.pak	DST_VIP_REMOTE_EVENT_REWARD	Event Reward			
UI	lang0.pak	DST_VIP_REMOTE_HUB_OPEN_FAIL	Could not open VIP menu. Rebuild the client and ensure vipremotehubgui.frm is in the gui folder.			
UI	lang0.pak	DST_CHARACTER_FAIL_BY_BUDOKAI	Can't join Budokai.			
UI	lang0.pak	DST_CHARACTER_FAIL_BY_GUILD	Can't Sign			
UI	lang0.pak	DST_CHARACTER_NAME_RULE	2-8 Characters			
UI	lang0.pak	DST_CHARM_COOLTIME	Cooldown Reduced by %d%%			
UI	lang0.pak	DST_CHARM_DROPRATE	Increase Drop Rate by %d%%			
UI	lang0.pak	DST_CHARM_EXP	obtain %d%% extra XP			
UI	lang0.pak	DST_CHARM_RP_SHARING	Share %d RP			
UI	lang0.pak	DST_CHARTITLE_ADD	Title %s acquired.			
UI	lang0.pak	DST_CHARTITLE_INVALID	Not Obtained			
UI	lang0.pak	DST_CHARTITLE_NOSELECT	No Title			
UI	lang0.pak	DST_CHARTITLE_NOT_SELECTED	Not Obtained			
UI	lang0.pak	DST_CHARTITLE_PROVIDE	Title Effect			
UI	lang0.pak	DST_CHAR_CAN_CHANGE_CLASS	Need Master Class			
UI	lang0.pak	DST_CHAR_GROWN_DOWN	You are a kid!			
UI	lang0.pak	DST_CHAR_GROWN_UP	You are an adult!			
UI	lang0.pak	DST_CHAR_SERVER_CONNECT_FAIL	"[align = ""center""][font size = ""12"" color=""f4d762""]Connection Failed[/font][br][br][font size = ""10"" color=""f36a7c""]Failed to connect to[br]Character Server.[/font][br][br][font size = ""10"" color=""ffffff""]Please try again later.[/font]"			
UI	lang0.pak	DST_CHAR_SERVER_EXIT	"[align = ""center""][font size = ""12"" color=""f4d762""]Log Out[/font][br][br][font size = ""10"" color=""269eff""]Returning to the Lobby.[/font][br][br][font size = ""10"" color=""ffffff""]Do you wish to Log Out?[/font]"			
UI	lang0.pak	DST_CHAR_TITLE	Title			
UI	lang0.pak	DST_CHAT_CAN_SEND_WHISPER_TO_ME	Can't whisper yourself.			
UI	lang0.pak	DST_CHAT_COMMAND	Command: %s			
UI	lang0.pak	DST_CHAT_DISP_COMMAND_FIRST	Top			
UI	lang0.pak	DST_CHAT_DISP_COMMAND_LAST	Last			
UI	lang0.pak	DST_CHAT_DISP_COMMAND_LOCK	Lock			
UI	lang0.pak	DST_CHAT_DISP_COMMAND_NEXT	Down			
UI	lang0.pak	DST_CHAT_DISP_COMMAND_UNLOCK	Unlock			
UI	lang0.pak	DST_CHAT_FAIL_TO_NO_GUILD	Not in a Guild			
UI	lang0.pak	DST_CHAT_FAIL_TO_NO_PARTY	Not in a Party			
UI	lang0.pak	DST_CHAT_FAIL_TO_USE_WHISPER	To whisper enter [/w ID].			
UI	lang0.pak	DST_CHAT_FAIL_TO_WHISPER_NO_TARGET	%s isn't Online			
UI	lang0.pak	DST_CHAT_FILTER	Menu			
UI	lang0.pak	DST_CHAT_HAVE_NO_USER_TO_REPLY	No User to Reply			
UI	lang0.pak	DST_CHAT_HELP_TEXT	[/w ID] : whisper\n[/p] : Party Dialog\n[/g] : Style Dialog\n[/s] : cry\n[/r] : To reply to last whisper			
UI	lang0.pak	DST_CHAT_IME_KOR	end			
UI	lang0.pak	DST_CHAT_MODE_COMMENT	Reply			
UI	lang0.pak	DST_CHAT_MODE_FIND_PARTY	LFP			
UI	lang0.pak	DST_CHAT_MODE_FIND_PARTY_EXTEND	LFG: %s			
UI	lang0.pak	DST_CHAT_MODE_GENERAL	All			
UI	lang0.pak	DST_CHAT_MODE_GUILD	Guild			
UI	lang0.pak	DST_CHAT_MODE_GUILD_MASTER	Guild Master			
UI	lang0.pak	DST_CHAT_MODE_PARTY	Party			
UI	lang0.pak	DST_CHAT_MODE_PARTY_MASTER	Party Master			
UI	lang0.pak	DST_CHAT_MODE_SHOUT	Shout			
UI	lang0.pak	DST_CHAT_MODE_SYSTEM	System			
UI	lang0.pak	DST_CHAT_MODE_TRADE	Trade			
UI	lang0.pak	DST_CHAT_MODE_TRADE_EXTEND	Trade: %s			
UI	lang0.pak	DST_CHAT_MODE_TYPE	%s: 			
UI	lang0.pak	DST_CHAT_MODE_WHISPER	Whisper			
UI	lang0.pak	DST_CHAT_OPTION_GUI_TITLE	Chat mode			
UI	lang0.pak	DST_CHAT_SERVER_CONNECT_FAIL	"[align = ""center""]Connection Failed[br][br]Failed to connect to a chat server.[br][br]try again later."			
UI	lang0.pak	DST_CHAT_SERVER_DISCONNECT	Chat disconnected.			
UI	lang0.pak	DST_CHAT_SERVER_RECONNECT	Chat connected.			
UI	lang0.pak	DST_CHAT_SERVER_TITLE	Chat Server Notification			
UI	lang0.pak	DST_CHAT_SHORT_CUT_COMMAND	Help			
UI	lang0.pak	DST_CHAT_SHORT_CUT_INVITE_PARTY	/invite 			
UI	lang0.pak	DST_CHAT_TOO_FAST_INPUT_MESSAGE	Don't Spam			
UI	lang0.pak	DST_CHAT_TOO_FAST_INPUT_MESSAGE_ON_SHOUT	Don't Spam the Shout			
UI	lang0.pak	DST_CHAT_TOO_FAST_INPUT_MESSAGE_ON_TIME_CHECK	Chatting Too Fast			
UI	lang0.pak	DST_CHAT_TYPE_GENERAL	[%s] %s: %s			
UI	lang0.pak	DST_CHAT_TYPE_WHISPER_AVATER	[%s] From '%s': %s			
UI	lang0.pak	DST_CHAT_TYPE_WHISPER_TARGET	[%s] To '%s': %s			
UI	lang0.pak	DST_CHAT_WHISPER	%s %s: 			
UI	lang0.pak	DST_CHECKING_COMMUNITY_SERVER	"[align = ""center""]Community Server[br][br]Dragon Ball Online Community Server[br]is being checked[br][br]You can access the game later."			
UI	lang0.pak	DST_CHECKING_GAME_SERVER	"[align = ""center""]Game Check[br][br]Dragon Ball Online is Offline.[br][br]You can access the game later."			
UI	lang0.pak	DST_CINEMATIC_EXPLAIN_ESCKEY	Hit ESC to skip			
UI	lang0.pak	DST_CINEMATIC_USER_CANCLE	%s skipped the movie.			
UI	lang0.pak	DST_CITYMAP_DEADMINE	HoiPoi Mine			
UI	lang0.pak	DST_CITYMAP_DRAGON	Dragon Cave			
UI	lang0.pak	DST_CITYMAP_FEARLAND	Fearland			
UI	lang0.pak	DST_CITYMAP_HEADOFFICE	Red Pants HQ			
UI	lang0.pak	DST_CITYMAP_RUIN	Red Ribbon HQ			
UI	lang0.pak	DST_CITYMAP_WATERFALL	Aria Waterfall Cave			
UI	lang0.pak	DST_CITYMAP_WATERWAY	Underground Waterway			
UI	lang0.pak	DST_CITYMAP_WESTCITY	West City			
UI	lang0.pak	DST_CITYMAP_YAHOI	Yahoi Fortress			
UI	lang0.pak	DST_CLAW	Claws			
UI	lang0.pak	DST_CLIENT_DATA_IS_CRACK	"[align = ""center""]Error[br][br]Client error, Re-run the Launcher.[br][br]Sorry! (Disconnecting)"			
UI	lang0.pak	DST_CLUB	Club			
UI	lang0.pak	DST_COIN	Coins			
UI	lang0.pak	DST_COMMERCIAL_BUDOKAI	#%d Tournament Winner: %s %s %s %s.			
UI	lang0.pak	DST_COMMERCIAL_CANT_EXTEND_TERM_LIMETED_ITEM	Can't Extend			
UI	lang0.pak	DST_COMMERCIAL_DAILY_TMQRECORD	New TMQ Daily Record: %s TMQ %s mode %s by %s.			
UI	lang0.pak	DST_COMMERCIAL_GUILD_NAME_CHANGE_MSG	"[align = ""center""][font size = ""12"" color=""f4d762""]Guild Rename[/font][br][br][font size = ""10"" color=""269eff""]You're renaming the Guild.[/font][br][br][size = ""10"" color=""f36a7c""]Renaming takes[br]%s 1day.[/font][br][br][font size = ""10"" color=""ffffff""]Rename the Guild?[/font]"			
UI	lang0.pak	DST_COMMERCIAL_HAVE_NOT_CRESCENT_POPO	Missing Popo Stone.			
UI	lang0.pak	DST_COMMERCIAL_HAVE_NOT_GUILD_NAME_CHANGE	Guild Name Not Changed			
UI	lang0.pak	DST_COMMERCIAL_ITEMMIX	%s created a %s.			
UI	lang0.pak	DST_COMMERCIAL_ITEMUPGRADE	%s upgraded %s to + %d.			
UI	lang0.pak	DST_COMMERCIAL_MB_CAPSULEKIT_BUY_BTN	Buy			
UI	lang0.pak	DST_COMMERCIAL_MB_CAPSULEKIT_ITEM_SELECT	"[align = ""center""][font size = ""12"" color=""f4d762""]Move Item[/font][br][br][font size = ""10"" color=""269eff""]You can move the item or[br]increase durability.[/font][br][br][font size = ""10"" color=""f36a7c""]To increase durability you need[br]the same item in your inventory.[/font][br][br][font size = ""10"" color=""ffffff""]You want increase the durability?[/font]"			
UI	lang0.pak	DST_COMMERCIAL_MB_CAPSULEKIT_ITEM_TERM_EXTENTION	"[align = ""center""][font size = ""12"" color=""f4d762""]Buy Item[/font][br][br][font size = ""10"" color=""269eff""]You can buy the item or[br]increase durability.[/font][br][br][font size = ""10"" color=""f36a7c""]To increase durability you need[br]the same item in your inventory.[/font][br][br][font size = ""10"" color=""ffffff""]You want increase the durability?[/font]"			
UI	lang0.pak	DST_COMMERCIAL_MB_CAPSULEKIT_ITEM_TERM_EXTENTION_BTN	Renewal			
UI	lang0.pak	DST_COMMERCIAL_MB_CAPSULEKIT_MOVE_BTN	Move			
UI	lang0.pak	DST_COMMERCIAL_MB_CAPSULEKIT_TERM_EXTENTION_BTN	Renewal			
UI	lang0.pak	DST_COMMERCIAL_MB_DELETE_TERM_LIMETED_ITEM_BTN	Discard			
UI	lang0.pak	DST_COMMERCIAL_MB_DELETE_TERM_LIMETED_ITEM_MSG	"[align = ""center""][font size = ""12"" color=""f4d762""]Discard item[/font][br][br][font size = ""10"" color=""f36a7c""]%s[br]This item period expires.[br]Are you sure you want discard it,[br]without extending the period?[/font][br][br][font size = ""10"" color=""269eff""]Renewal is possible without discard.[/font][br][br][font size = ""10"" color=""ffffff""]Do you really want to discard?[/font]"			
UI	lang0.pak	DST_COMMERCIAL_MB_DIRECT_BUY_MSG	"[align = ""center""][font size = ""12"" color=""f4d762""]Quick Buy item[/font][br][br][font size = ""10"" color=""269eff""]You can purchase the item right away.[/font][br][br][font size = ""10"" color=""f4d762""]If the same kind of item is already[br]in your inventory the durability got[br]renewed.[/font][br][br][font size = ""10"" color=""f36a7c""]Item: %s[br]Cost Zeni: %d[/font][br][br][font size = ""10"" color=""ffffff""]Do you want to buy it?[/font]"			
UI	lang0.pak	DST_COMMERCIAL_MB_DIRECT_BUY_NETPY_MSG	"[align = ""center""][font size = ""12"" color=""f4d762""]Quick Buy item[/font][br][br][font size = ""10"" color=""269eff""]You can purchase the item right away.[/font][br][br][font size = ""10"" color=""f4d762""]If the same kind of item is already[br]in your inventory the durability got[br]renewed.[/font][br][br][font size = ""10"" color=""f36a7c""]Item: %s[br]Cost Tokken: %d[/font][br][br][font size = ""10"" color=""ffffff""]Do you want to buy it?[/font]"			
UI	lang0.pak	DST_COMMERCIAL_MB_ITEM_BUY_CONFIRM_MSG	"[align = ""center""][font size = ""12"" color=""f4d762""]Mobile item[/font][br][br][font size = ""10"" color=""269eff""]The item will got in your inventory.[/font][br][br][font size = ""10"" color=""f36a7c""]If the same kind of item is already[br]in your inventory the durability got[br]renewed.[/font][br][br][font size = ""10"" color=""ffffff""]Are you sure to buy the item?[/font]"			
UI	lang0.pak	DST_COMMERCIAL_MB_ITEM_BUY_MSG	"[align = ""center""]Do you want to buy this item?"			
UI	lang0.pak	DST_COMMERCIAL_MB_ITEM_MOVE_CONFIRM_MSG	"[align = ""center""][font size = ""12"" color=""f4d762""]Confirm Move[/font][br][br][font size = ""10"" color=""269eff""]The selected items will be moved to the inventory.[/font][br][br][font size = ""10"" color=""ffffff""]Move your items?[/font]"			
UI	lang0.pak	DST_COMMERCIAL_MB_ITEM_TAKE_CONFIRM_MSG	"[align = ""center""][font size = ""12"" color=""f4d762""]Moving items[/font][br][br][font size = ""10"" color=""269eff""]Move the selected item to the capsule kit.[/font][br][br][font size = ""10"" color=""f36a7c""]When moved into the capsule kit[br]and the same item already exists[br]the durability get increased.[/font][br][br][font size = ""10"" color=""ffffff""]Are you sure you want to move an item?[/font]"			
UI	lang0.pak	DST_COMMERCIAL_MB_ITEM_TERM_EXTENTION_BTN	Renewal			
UI	lang0.pak	DST_COMMERCIAL_MB_QUICK_TELEPORT_SLOT_DELETE	"[align = ""center""][font size=""12""color=""f4d762""]Teleport[/font][br][br][font size=""10""color=""ffffff""]Delete this Slot?[/font]"			
UI	lang0.pak	DST_COMMERCIAL_MB_QUICK_TELEPORT_SLOT_MOVE	"[align = ""center""][font size=""12""color=""f4d762""]Teleport[/font][br][br][font size=""10""color=""ffffff""]Teleport to saved location?[/font]"			
UI	lang0.pak	DST_COMMERCIAL_MB_QUICK_TELEPORT_SLOT_OVERWRITE	"[align = ""center""][font size=""12""color=""f4d762""]Teleport[/font][br][br][font size=""10""color=""ffffff""]Overwrite this Slot?[/font]"			
UI	lang0.pak	DST_COMMERCIAL_MB_QUICK_TELEPORT_SLOT_WRITE	"[align = ""center""][font size=""12""color=""f4d762""]Teleport[/font][br][br][font size=""10""color=""ffffff""]Save location to slot?[/font]"			
UI	lang0.pak	DST_COMMERCIAL_MB_TERM_EXTENTION	"[align = ""center""][font size = ""12"" color=""f4d762""]Item Expiration[/font][br][br][font size = ""10"" color=""269eff""]The item's time limit has expired.[/font][/font][br][br][font size = ""10"" color=""ffffff""]Pay to extend it's use?[/font]"			
UI	lang0.pak	DST_COMMERCIAL_MB_TERM_EXTENTION_BTN	Renewal			
UI	lang0.pak	DST_COMMERCIAL_MB_TERM_OR_BUY_SELECT_CONFIRM_BTN	Renewal			
UI	lang0.pak	DST_COMMERCIAL_MB_TERM_OR_BUY_SELECT_CONFIRM_MSG	"[align = ""center""][font size = ""12"" color=""f4d762""]Renew Item[/font][br][br][font size = ""10"" color=""ffffff""]Renew the item?[/font]"			
UI	lang0.pak	DST_COMMERCIAL_MB_UPDATE_TERM_LIMETED_ITEM_BTN	Renew			
UI	lang0.pak	DST_COMMERCIAL_MB_UPDATE_TERM_LIMETED_ITEM_MSG	"[align = ""center""][font size = ""12"" color=""f4d762""]Renew Item[/font][br][br][font size = ""10"" color=""269eff""]You can extend the duration of the item.[/font][br][br][font size = ""10"" color=""f4d762""]Period of %s has expired.[br]It can be extended.[/font][br][br][font size = ""10"" color=""ffffff""]Purchase the extension now?[/font]"			
UI	lang0.pak	DST_COMMERCIAL_MB_USE_TERM_LIMETED_ITEM_MSG	"[align = ""center""][font size = ""12"" color=""f4d762""]Renew Item[/font][br][br][font size = ""10"" color=""269eff""]You can extend the duration of the item.[/font][br][br][font size = ""10"" color=""f4d762""]Period of %s has expired.[br]It can be extended.[/font][br][br][font size = ""10"" color=""ffffff""]Purchase the extension now?[/font]"			
UI	lang0.pak	DST_COMMERCIAL_NO_EXIST_TERM_LIMETED_ITEM	Can't extend			
UI	lang0.pak	DST_COMMERCIAL_REFILL_CASH	Charge			
UI	lang0.pak	DST_COMMERCIAL_SKILL_POINT_RESET_MSG	"[align = ""center""]SP Reset[br][br]All Skills will be Reset[br][br]Use Item: %s [br]SP Saved: %u[br]Refund: 120,000 Zeni [br][br]Learn skill[br]Refund Zeni for all that you relearn[br]No SP needed for Reset.[br][br]Reset SP[br]"			
UI	lang0.pak	DST_COMMERCIAL_SKILL_POINT_RESET_PLUS_MSG	"[align = ""center""][font size = ""12"" color=""f4d762""]SP Reset[/font][br][br][font size = ""10"" color=""269eff""]All Skills will reset.[/font][br][br][font size = ""10"" color=""f36a7c""]Item used: %s[/font][br][font size = ""10"" color=""f4d762""]Saved SP: %u[/font][br][br][font size = ""10"" color=""f36a7c""]Skills without SP don't reset.[/font][br][br][font size = ""10"" color=""ffffff""]Reset Skills now?[font][br] "			
UI	lang0.pak	DST_COMMERCIAL_TERM_LIMETED_ITEM_EXPIRE	%s Expired and Use is Suspended			
UI	lang0.pak	DST_COMMERCIAL_TERM_LIMITED_ITEM_WARNING_MSG	%s is about to expire.			
UI	lang0.pak	DST_COMMERCIAL_TMQRECORD	New TMQ Record: %s TMQ %s mode %s by %s.			
UI	lang0.pak	DST_COMMERCIAL_USE_CRESCENT_POPO	Popostone Used			
UI	lang0.pak	DST_COMMERCIAL_USE_GUILD_NAME_CHANGE_ITEM	Guild Name Changed			
UI	lang0.pak	DST_COMMERCIAL_USE_SKILL_POINT_RESET_ITEM	Item used to reset SP			
UI	lang0.pak	DST_COMMERCIAL_USE_TERM_BUY_DURATION	Renewal			
UI	lang0.pak	DST_COMMERCIAL_USE_TERM_LIMETED_ITEM_ADD_TIME	Add Time			
UI	lang0.pak	DST_COMMERCIAL_USE_TERM_LIMETED_ITEM_BUY_Q1	Extend Time?			
UI	lang0.pak	DST_COMMERCIAL_USE_TERM_LIMETED_ITEM_CASH_BUY_WARN_DESC1	This item can be Extended			
UI	lang0.pak	DST_COMMERCIAL_USE_TERM_LIMETED_ITEM_CASH_EXTEND_Q	Extend the Item?			
UI	lang0.pak	DST_COMMERCIAL_USE_TERM_LIMETED_ITEM_CONSUME_CASH	CC Cash cost			
UI	lang0.pak	DST_COMMERCIAL_USE_TERM_LIMETED_ITEM_CONSUME_JENNY	Zeni Used			
UI	lang0.pak	DST_COMMERCIAL_USE_TERM_LIMETED_ITEM_CONSUME_NETPHY	Token used			
UI	lang0.pak	DST_COMMERCIAL_USE_TERM_LIMETED_ITEM_EXTEND_Q	Extend Item?			
UI	lang0.pak	DST_COMMERCIAL_USE_TERM_LIMETED_ITEM_INFO	Remaining Time %s			
UI	lang0.pak	DST_COMMERCIAL_USE_TERM_LIMETED_ITEM_INFO_BELOW_HOUR	Less Than 1 Hour			
UI	lang0.pak	DST_COMMERCIAL_USE_TERM_LIMETED_ITEM_OWNED_CASH	CC Cash owned			
UI	lang0.pak	DST_COMMERCIAL_USE_TERM_LIMETED_ITEM_OWNED_JENNY	Zeni Owned			
UI	lang0.pak	DST_COMMERCIAL_USE_TERM_LIMETED_ITEM_OWNED_NETPHY	Tokens owned			
UI	lang0.pak	DST_COMMERCIAL_USE_TERM_LIMETED_ITEM_REMIAN_TIME	Remaining time			
UI	lang0.pak	DST_COMMERCIAL_USE_TERM_LIMITED_ITEM_BUY_SELECT	Choose Item			
UI	lang0.pak	DST_COMMERCIAL_USE_TERM_LIMITED_ITEM_BUY_TITLE	Buy			
UI	lang0.pak	DST_COMMERCIAL_USE_TERM_LIMITED_ITEM_DURATION	Duration			
UI	lang0.pak	DST_COMMERCIAL_USE_TERM_LIMITED_ITEM_EXPIRED_INFO	Expired			
UI	lang0.pak	DST_COMMERCIAL_USE_TERM_LIMITED_ITEM_TITLE	Renew			
UI	lang0.pak	DST_COMMERCIAL_WAGU1ST	%s got a %s from the Wagu Machine			
UI	lang0.pak	DST_COMMON_WAREHOUSE_ADD_DURATION	Share Guild Warehouse %dday %dhour extended			
UI	lang0.pak	DST_COMMON_WAREHOUSE_EXPIRED	Guild Warehouse Expired			
UI	lang0.pak	DST_COMMON_WAREHOUSE_REMAIN_TIME	Remaining: 			
UI	lang0.pak	DST_COMMUNITY_NAME	Guild			
UI	lang0.pak	DST_COMMU_TARGET_FRIEND	Friends			
UI	lang0.pak	DST_COMMU_TARGET_GUILD	Guild			
UI	lang0.pak	DST_COMMU_TARGET_PARTY	Party			
UI	lang0.pak	DST_CONFIRM_LEAVE_CCBD_TO_DOJO_SCRAMBLE	You'll leave the dungeon and party			
UI	lang0.pak	DST_CONFIRM_LEAVE_CCBD_TO_OTHER_ONE	You'll leave the dungeon and party			
UI	lang0.pak	DST_CONNECTSHOP_TITLE	Remote Stores			
UI	lang0.pak	DST_CONNECT_MAILBOX	Mailbox Access			
UI	lang0.pak	DST_CONTRACT_ACCEPT	Accept			
UI	lang0.pak	DST_CONTRACT_NOT_ACCEPT	Reject			
UI	lang0.pak	DST_CONTRACT_PLEASE_READ	Accept			
UI	lang0.pak	DST_CONTRACT_TITLE	Game Policies			
UI	lang0.pak	DST_CONTROL_HELPWND_TITLE	See Instruction			
UI	lang0.pak	DST_COSTUME_SHOP_ITEMSWAP_BUY_CONFIRM	"[align = ""center""][font size = ""12"" color = ""f4d762""]%s[/font][br][br][font size = ""10"" color = ""ffffff""]You are going to buy [/font][font size = ""10"" color = ""f4d762""]%s x %d[/font][font size = ""10"" color = ""ffffff""]Are you sure about this?[/font][/align]"			
UI	lang0.pak	DST_COSTUME_SHOP_NEED_MORE_COSTUME_COIN	Not enough COSTUME Coin			
UI	lang0.pak	DST_COSTUME_SHOP_TITLE_NAME	Custom Store			
UI	lang0.pak	DST_DATA_LOADING	Loading			
UI	lang0.pak	DST_DAY	Day			
UI	lang0.pak	DST_DBC_ALREADY_USE_ALTAR	The altar is in use.			
UI	lang0.pak	DST_DBC_COLLECT_COMPLETE	Dragon Ball Rewards			
UI	lang0.pak	DST_DBC_DRAGONBALL_NOT_FOUND	Dragon Ball not found.			
UI	lang0.pak	DST_DBC_ITEM_BACK	Return			
UI	lang0.pak	DST_DBC_ITEM_CONFIRM	Do you want this item?			
UI	lang0.pak	DST_DBC_KEYWORD	Order			
UI	lang0.pak	DST_DBC_NOT_DRAGONBALL	Not a Dragon Ball			
UI	lang0.pak	DST_DBC_NOT_ENOUGH	Missing a Dragon Ball			
UI	lang0.pak	DST_DBC_NOT_KEYWORD	Enter Text to Summon Shenron			
UI	lang0.pak	DST_DBC_NOT_SAME	Check Dragon Ball			
UI	lang0.pak	DST_DBC_NOT_SAME_NUMBER	Double Number			
UI	lang0.pak	DST_DBC_NO_SEASON	Dragon Ball Collection Period isn't in progress			
UI	lang0.pak	DST_DBC_REWARD_COMMENT	All Dragon Balls collected, make a wish.			
UI	lang0.pak	DST_DBC_SCRAMBLE_CANNOT_REWARD_SEASON_IS_END	Scramble has Ended, Please wait for the next Event			
UI	lang0.pak	DST_DBC_SEASON	Dragon Ball Collection Period is in progress			
UI	lang0.pak	DST_DBC_TIME_LIMIT	Limited Time			
UI	lang0.pak	DST_DELIBERATION_RANK_FIRST_ENTER_GAME_MESSAGE_WARING_1	Long term playtime may be harmful to your health.  You should take regular breaks.			
UI	lang0.pak	DST_DELIBERATION_RANK_MESSAGE_0	Since the start, %d time has elapsed.			
UI	lang0.pak	DST_DELIBERATION_RANK_MESSAGE_1	You have played for 1 Hour			
UI	lang0.pak	DST_DELIBERATION_RANK_MESSAGE_2	You have played for 2 Hours			
UI	lang0.pak	DST_DELIBERATION_RANK_MESSAGE_3	You have played for 3 Hours			
UI	lang0.pak	DST_DELIBERATION_RANK_MESSAGE_4	You have played for 4 Hours			
